i	I	I-LEX	ncinci
*	O	O	O
a	B	B-NEG	a
y	B	B-SM.9	yi
i	I	I-SM.9	yi
n	B	B-COM	na
a	I	I-COM	na
m	B	B-NCP.1	m
n	B	B-LEX	nakwayo
a	I	I-LEX	nakwayo
k	I	I-LEX	nakwayo
w	I	I-LEX	nakwayo
a	I	I-LEX	nakwayo
y	I	I-LEX	nakwayo
o	I	I-LEX	nakwayo
*	O	O	O
y	B	B-PRO.9	yona
o	I	I-PRO.9	yona
n	I	I-PRO.9	yona
a	I	I-PRO.9	yona
*	O	O	O
L	B	B-DEM.9.PROX	Le
e	I	I-DEM.9.PROX	Le
*	O	O	O
n	B	B-9.LEX	ntombazana
t	I	I-9.LEX	ntombazana
o	I	I-9.LEX	ntombazana
m	I	I-9.LEX	ntombazana
b	I	I-9.LEX	ntombazana
a	I	I-9.LEX	ntombazana
z	I	I-9.LEX	ntombazana
a	I	I-9.LEX	ntombazana
n	I	I-9.LEX	ntombazana
a	I	I-9.LEX	ntombazana
*	O	O	O
i	B	B-SM.9	i
n	B	B-COM	na
a	I	I-COM	na
u	B	B-AUG	u
y	B	B-1a.LEX	yise
i	I	I-1a.LEX	yise
s	I	I-1a.LEX	yise
e	I	I-1a.LEX	yise
*	O	O	O
Y	B	B-COP.9	Yi
i	I	I-COP.9	Yi
i	B	B-AUG	i
n	B	B-9.LEX	ntsomi
t	I	I-9.LEX	ntsomi
s	I	I-9.LEX	ntsomi
o	I	I-9.LEX	ntsomi
m	I	I-9.LEX	ntsomi
i	I	I-9.LEX	ntsomi
*	O	O	O
k	B	B-LEX	ke
e	I	I-LEX	ke
*	O	O	O
l	B	B-DEM.9.MED	leyo
e	I	I-DEM.9.MED	leyo
y	I	I-DEM.9.MED	leyo
o	I	I-DEM.9.MED	leyo
*	O	O	O
K	B	B-SM.PST.17	Kwa
w	I	I-SM.PST.17	Kwa
a	I	I-SM.PST.17	Kwa
t	B	B-LEX	thi
h	I	I-LEX	thi
i	I	I-LEX	thi
*	O	O	O
l	B	B-DEM.9.PROX	le
e	I	I-DEM.9.PROX	le
*	O	O	O
n	B	B-9.LEX	ntombazana
t	I	I-9.LEX	ntombazana
o	I	I-9.LEX	ntombazana
m	I	I-9.LEX	ntombazana
b	I	I-9.LEX	ntombazana
a	I	I-9.LEX	ntombazana
z	I	I-9.LEX	ntombazana
a	I	I-9.LEX	ntombazana
n	I	I-9.LEX	ntombazana
a	I	I-9.LEX	ntombazana
*	O	O	O
i	B	B-SM.9	i
y	B	B-DJ	ya
a	I	I-DJ	ya
l	B	B-LEX	lus
u	I	I-LEX	lus
s	I	I-LEX	lus
a	B	B-FV	a
*	O	O	O
y	B	B-SM.PST.9	ya
a	I	I-SM.PST.9	ya
y	B	B-IT	yo
o	I	I-IT	yo
t	B	B-LEX	thath
h	I	I-LEX	thath
a	I	I-LEX	thath
t	I	I-LEX	thath
h	I	I-LEX	thath
w	B	B-PASS	w
a	B	B-FV	a
*	O	O	O
K	B	B-SM.17	Ku
u	I	I-SM.17	Ku
k	B	B-LEX	kho
h	I	I-LEX	kho
o	I	I-LEX	kho
*	O	O	O
u	B	B-AUG	u
n	B	B-1a.LEX	nyana
y	I	I-1a.LEX	nyana
a	I	I-1a.LEX	nyana
n	I	I-1a.LEX	nyana
a	I	I-1a.LEX	nyana
*	O	O	O
o	B	B-RC.1	o
w	B	B-SM.PST.1	wa
a	I	I-SM.PST.1	wa
l	B	B-LEX	lusa
u	I	I-LEX	lusa
s	I	I-LEX	lusa
a	I	I-LEX	lusa
y	B	B-REL	yo
o	I	I-REL	yo
*	O	O	O
a	B	B-DEM.16.PROX	aphe
p	I	I-DEM.16.PROX	aphe
h	I	I-DEM.16.PROX	aphe
e	I	I-DEM.16.PROX	aphe
*	O	O	O
k	B	B-LOC	ku
u	I	I-LOC	ku
l	B	B-DEM.9.PROX	le
e	I	I-DEM.9.PROX	le
k	B	B-5.LEX	khapha
h	I	I-5.LEX	khapha
a	I	I-5.LEX	khapha
p	I	I-5.LEX	khapha
h	I	I-5.LEX	khapha
a	I	I-5.LEX	khapha
*	O	O	O
L	B	B-DEM.1.PROX	Lo
o	I	I-DEM.1.PROX	Lo
*	O	O	O
n	B	B-1a.LEX	nyana
y	I	I-1a.LEX	nyana
a	I	I-1a.LEX	nyana
n	I	I-1a.LEX	nyana
a	I	I-1a.LEX	nyana
*	O	O	O
a	B	B-NEG	a
k	B	B-SM.NEG.1	ka
a	I	I-SM.NEG.1	ka
n	B	B-LEX	nik
i	I	I-LEX	nik
k	I	I-LEX	nik
w	B	B-PASS	w
a	B	B-FV	a
*	O	O	O
u	B	B-AUG	u
k	B	B-NCP.15	ku
u	I	I-NCP.15	ku
t	B	B-LEX	tya
y	I	I-LEX	tya
a	I	I-LEX	tya
*	O	O	O
a	B	B-NEG	a
k	B	B-SM.NEG.1	ka
a	I	I-SM.NEG.1	ka
p	B	B-LEX	ph
h	I	I-LEX	ph
i	B	B-PASS	iw
w	I	I-PASS	iw
a	B	B-FV	a
*	O	O	O
k	B	B-NCP.15	ku
u	I	I-NCP.15	ku
t	B	B-LEX	tya
y	I	I-LEX	tya
a	I	I-LEX	tya
*	O	O	O
U	B	B-AUG	U
m	B	B-NCP.1	m
a	B	B-LEX	ane
n	I	I-LEX	ane
e	I	I-LEX	ane
*	O	O	O
s	B	B-LEX	soko
o	I	I-LEX	soko
k	I	I-LEX	soko
o	I	I-LEX	soko
*	O	O	O
e	B	B-SM.1.PRT	e
n	B	B-NEG	nga
g	I	I-NEG	nga
a	I	I-NEG	nga
p	B	B-LEX	ph
h	I	I-LEX	ph
i	B	B-PASS	iw
w	I	I-PASS	iw
a	B	B-FV	a
*	O	O	O
y	B	B-SM.PST.9	ye
e	I	I-SM.PST.9	ye
s	B	B-LEX	suk
u	I	I-LEX	suk
k	I	I-LEX	suk
a	B	B-FV	a
*	O	O	O
l	B	B-DEM.9.PROX	le
e	I	I-DEM.9.PROX	le
*	O	O	O
n	B	B-9.LEX	ntombazana
t	I	I-9.LEX	ntombazana
o	I	I-9.LEX	ntombazana
m	I	I-9.LEX	ntombazana
b	I	I-9.LEX	ntombazana
a	I	I-9.LEX	ntombazana
z	I	I-9.LEX	ntombazana
a	I	I-9.LEX	ntombazana
n	I	I-9.LEX	ntombazana
a	I	I-9.LEX	ntombazana
*	O	O	O
y	B	B-SM.PST.9	ya
a	I	I-SM.PST.9	ya
y	B	B-LEX	y
a	B	B-FV	a
*	O	O	O
e	B	B-LOC	e
m	B	B-NCP.6	ma
a	I	I-NCP.6	ma
s	B	B-LEX	sim
i	I	I-LEX	sim
m	I	I-LEX	sim
i	B	B-LOC	ini
n	I	I-LOC	ini
i	I	I-LOC	ini
*	O	O	O
y	B	B-SM.PST.9	ya
a	I	I-SM.PST.9	ya
f	B	B-LEX	fik
i	I	I-LEX	fik
k	I	I-LEX	fik
a	B	B-FV	a
*	O	O	O
l	B	B-DEM.1.PROX	lo
o	I	I-DEM.1.PROX	lo
*	O	O	O
m	B	B-NCP.1	m
n	B	B-LEX	ntwana
t	I	I-LEX	ntwana
w	I	I-LEX	ntwana
a	I	I-LEX	ntwana
n	I	I-LEX	ntwana
a	I	I-LEX	ntwana
*	O	O	O
e	B	B-RC.1	e
h	B	B-LEX	hleli
l	I	I-LEX	hleli
e	I	I-LEX	hleli
l	I	I-LEX	hleli
i	I	I-LEX	hleli
*	O	O	O
y	B	B-SM.PST.9	ya
a	I	I-SM.PST.9	ya
t	B	B-LEX	thi
h	I	I-LEX	thi
i	I	I-LEX	thi
*	O	O	O
y	B	B-PRO.9	yona
o	I	I-PRO.9	yona
n	I	I-PRO.9	yona
a	I	I-PRO.9	yona
*	O	O	O
l	B	B-DEM.9.PROX	le
e	I	I-DEM.9.PROX	le
*	O	O	O
n	B	B-9.LEX	ntombazana
t	I	I-9.LEX	ntombazana
o	I	I-9.LEX	ntombazana
m	I	I-9.LEX	ntombazana
b	I	I-9.LEX	ntombazana
a	I	I-9.LEX	ntombazana
z	I	I-9.LEX	ntombazana
a	I	I-9.LEX	ntombazana
n	I	I-9.LEX	ntombazana
a	I	I-9.LEX	ntombazana
*	O	O	O
n	B	B-SM.1SG	ndi
d	I	I-SM.1SG	ndi
i	I	I-SM.1SG	ndi
k	B	B-OM.2SG	ku
u	I	I-OM.2SG	ku
b	B	B-LEX	b
e	B	B-APPL	el
l	I	I-APPL	el
e	B	B-SBJV	e
*	O	O	O
i	B	B-AUG	i
m	B	B-10.LEX	mfe
f	I	I-10.LEX	mfe
e	I	I-10.LEX	mfe
*	O	O	O
W	B	B-SM.PST.1	Wa
a	I	I-SM.PST.1	Wa
t	B	B-LEX	thi
h	I	I-LEX	thi
i	I	I-LEX	thi
*	O	O	O
l	B	B-DEM.1.PROX	lo
o	I	I-DEM.1.PROX	lo
*	O	O	O
a	B	B-NEG	a
w	B	B-SM.2SG	wu
u	I	I-SM.2SG	wu
z	B	B-FUT	zu
u	I	I-FUT	zu
b	B	B-LEX	bon
o	I	I-LEX	bon
n	I	I-LEX	bon
w	B	B-PASS	w
a	B	B-FV	a
*	O	O	O
n	B	B-COM	na
a	I	I-COM	na
*	O	O	O
n	B	B-INSTR	nga
g	I	I-INSTR	nga
a	I	I-INSTR	nga
u	B	B-AUG	u
t	B	B-1a.LEX	tata
a	I	I-1a.LEX	tata
t	I	I-1a.LEX	tata
a	I	I-1a.LEX	tata
*	O	O	O
w	B	B-SM.PST.1	wa
a	I	I-SM.PST.1	wa
t	B	B-LEX	thi
h	I	I-LEX	thi
i	I	I-LEX	thi
*	O	O	O
h	B	B-LEX	hayi
a	I	I-LEX	hayi
y	I	I-LEX	hayi
i	I	I-LEX	hayi
*	O	O	O
a	B	B-NEG	a
w	B	B-SM.2SG	wu
u	I	I-SM.2SG	wu
z	B	B-FUT	zu
u	I	I-FUT	zu
b	B	B-LEX	bon
o	I	I-LEX	bon
n	I	I-LEX	bon
w	B	B-PASS	w
a	B	B-FV	a
*	O	O	O
w	B	B-SM.PST.1	wa
a	I	I-SM.PST.1	wa
t	B	B-LEX	thi
h	I	I-LEX	thi
i	I	I-LEX	thi
*	O	O	O
y	B	B-PRO.1	yena
e	I	I-PRO.1	yena
n	I	I-PRO.1	yena
a	I	I-PRO.1	yena
*	O	O	O
k	B	B-SM.17	ku
u	I	I-SM.17	ku
q	B	B-LEX	qatsh
a	I	I-LEX	qatsh
t	I	I-LEX	qatsh
s	I	I-LEX	qatsh
h	I	I-LEX	qatsh
i	B	B-PASS	iw
w	I	I-PASS	iw
e	B	B-REC.CJ	e
*	O	O	O
a	B	B-DEM.16.PROX	apha
p	I	I-DEM.16.PROX	apha
h	I	I-DEM.16.PROX	apha
a	I	I-DEM.16.PROX	apha
*	O	O	O
e	B	B-LOC	e
k	B	B-5.LEX	khaya
h	I	I-5.LEX	khaya
a	I	I-5.LEX	khaya
y	I	I-5.LEX	khaya
a	I	I-5.LEX	khaya
*	O	O	O
N	B	B-SM.1SG	Ndi
d	I	I-SM.1SG	Ndi
i	I	I-SM.1SG	Ndi
f	B	B-LEX	fun
u	I	I-LEX	fun
n	I	I-LEX	fun
a	B	B-FV	a
*	O	O	O
n	B	B-SM.1SG	ndi
d	I	I-SM.1SG	ndi
i	I	I-SM.1SG	ndi
k	B	B-OM.2SG	ku
u	I	I-OM.2SG	ku
b	B	B-LEX	b
e	B	B-APPL	el
l	I	I-APPL	el
e	B	B-SBJV	e
*	O	O	O
n	B	B-LEX	ngoba
g	I	I-LEX	ngoba
o	I	I-LEX	ngoba
b	I	I-LEX	ngoba
a	I	I-LEX	ngoba
*	O	O	O
a	B	B-NEG	a
w	B	B-SM.2SG	wu
u	I	I-SM.2SG	wu
p	B	B-LEX	ph
h	I	I-LEX	ph
i	B	B-PASS	iw
w	I	I-PASS	iw
a	B	B-FV	a
*	O	O	O
u	B	B-AUG	u
k	B	B-NCP.15	ku
u	I	I-NCP.15	ku
t	B	B-LEX	tya
y	I	I-LEX	tya
a	I	I-LEX	tya
*	O	O	O
n	B	B-LEX	ngoba
g	I	I-LEX	ngoba
o	I	I-LEX	ngoba
b	I	I-LEX	ngoba
a	I	I-LEX	ngoba
*	O	O	O
k	B	B-SM.17	ku
u	I	I-SM.17	ku
q	B	B-LEX	qatsh
a	I	I-LEX	qatsh
t	I	I-LEX	qatsh
s	I	I-LEX	qatsh
h	I	I-LEX	qatsh
i	B	B-PASS	iw
w	I	I-PASS	iw
e	B	B-REC.CJ	e
*	O	O	O
a	B	B-DEM.16.PROX	apha
p	I	I-DEM.16.PROX	apha
h	I	I-DEM.16.PROX	apha
a	I	I-DEM.16.PROX	apha
*	O	O	O
e	B	B-LOC	e
k	B	B-5.LEX	khaya
h	I	I-5.LEX	khaya
a	I	I-5.LEX	khaya
y	I	I-5.LEX	khaya
a	I	I-5.LEX	khaya
*	O	O	O
W	B	B-SM.PST.1	Wa
a	I	I-SM.PST.1	Wa
t	B	B-LEX	thi
h	I	I-LEX	thi
i	I	I-LEX	thi
*	O	O	O
l	B	B-DEM.1.PROX	lo
o	I	I-DEM.1.PROX	lo
*	O	O	O
m	B	B-NCP.1	m
n	B	B-LEX	ntwana
t	I	I-LEX	ntwana
w	I	I-LEX	ntwana
a	I	I-LEX	ntwana
n	I	I-LEX	ntwana
a	I	I-LEX	ntwana
*	O	O	O
h	B	B-LEX	hayi
a	I	I-LEX	hayi
y	I	I-LEX	hayi
i	I	I-LEX	hayi
*	O	O	O
k	B	B-SM.17	ku
u	I	I-SM.17	ku
l	B	B-LEX	lung
u	I	I-LEX	lung
n	I	I-LEX	lung
g	I	I-LEX	lung
i	B	B-REC.DJ	ile
l	I	I-REC.DJ	ile
e	I	I-REC.DJ	ile
*	O	O	O
n	B	B-OM.1SG	ndi
d	I	I-OM.1SG	ndi
i	I	I-OM.1SG	ndi
b	B	B-LEX	b
e	B	B-APPL	el
l	I	I-APPL	el
e	B	B-SBJV	e
*	O	O	O
H	B	B-LEX	Hayi
a	I	I-LEX	Hayi
y	I	I-LEX	Hayi
i	I	I-LEX	Hayi
*	O	O	O
k	B	B-LEX	ke
e	I	I-LEX	ke
*	O	O	O
w	B	B-SM.PST.1	wa
a	I	I-SM.PST.1	wa
m	B	B-OM.2	m
k	B	B-LEX	khel
h	I	I-LEX	khel
e	I	I-LEX	khel
l	I	I-LEX	khel
e	B	B-APPL	el
l	I	I-APPL	el
a	B	B-FV	a
*	O	O	O
i	B	B-AUG	i
z	B	B-NCP.10	zi
i	I	I-NCP.10	zi
m	B	B-LEX	mfe
f	I	I-LEX	mfe
e	I	I-LEX	mfe
*	O	O	O
z	B	B-AC.10	za
a	I	I-AC.10	za
n	B	B-LEX	ntlanu
t	I	I-LEX	ntlanu
l	I	I-LEX	ntlanu
a	I	I-LEX	ntlanu
n	I	I-LEX	ntlanu
u	I	I-LEX	ntlanu
*	O	O	O
A	B	B-SM.SBJV.1	A
b	B	B-PRT	be
e	I	I-PRT	be
m	B	B-OM.1	m
k	B	B-LEX	khel
h	I	I-LEX	khel
e	I	I-LEX	khel
l	I	I-LEX	khel
e	B	B-APPL	el
l	I	I-APPL	el
e	B	B-SBJV	e
*	O	O	O
e	B	B-DEM.10.PROX	ezi
z	I	I-DEM.10.PROX	ezi
i	I	I-DEM.10.PROX	ezi
*	O	O	O
m	B	B-10.LEX	mfe
f	I	I-10.LEX	mfe
e	I	I-10.LEX	mfe
*	O	O	O
z	B	B-AC.10	za
a	I	I-AC.10	za
n	B	B-LEX	ntlanu
t	I	I-LEX	ntlanu
l	I	I-LEX	ntlanu
a	I	I-LEX	ntlanu
n	I	I-LEX	ntlanu
u	I	I-LEX	ntlanu
*	O	O	O
k	B	B-LEX	ka
a	I	I-LEX	ka
k	B	B-LEX	kanti
a	I	I-LEX	kanti
n	I	I-LEX	kanti
t	I	I-LEX	kanti
i	I	I-LEX	kanti
*	O	O	O
u	B	B-SM.1	u
b	B	B-LEX	bon
o	I	I-LEX	bon
n	I	I-LEX	bon
i	B	B-PASS	iw
w	I	I-PASS	iw
e	B	B-REC.CJ	e
*	O	O	O
n	B	B-INSTR	nga
g	I	I-INSTR	nga
a	I	I-INSTR	nga
u	B	B-AUG	u
n	B	B-1a.LEX	nyana
y	I	I-1a.LEX	nyana
a	I	I-1a.LEX	nyana
n	I	I-1a.LEX	nyana
a	I	I-1a.LEX	nyana
*	O	O	O
w	B	B-AS.1	wa
a	I	I-AS.1	wa
l	B	B-DEM.1.PROX	lo
o	I	I-DEM.1.PROX	lo
*	O	O	O
t	B	B-1a.LEX	tata
a	I	I-1a.LEX	tata
t	I	I-1a.LEX	tata
a	I	I-1a.LEX	tata
*	O	O	O
W	B	B-SM.PST.1	Wa
a	I	I-SM.PST.1	Wa
t	B	B-LEX	thi
h	I	I-LEX	thi
i	I	I-LEX	thi
*	O	O	O
k	B	B-HORT	kha
h	I	I-HORT	kha
a	I	I-HORT	kha
*	O	O	O
u	B	B-SM.2SG	u
n	B	B-OM.1SG	ndi
d	I	I-OM.1SG	ndi
i	I	I-OM.1SG	ndi
n	B	B-LEX	nced
c	I	I-LEX	nced
e	I	I-LEX	nced
d	I	I-LEX	nced
e	B	B-SBJV	e
*	O	O	O
n	B	B-1a.LEX	nyana
y	I	I-1a.LEX	nyana
a	I	I-1a.LEX	nyana
n	I	I-1a.LEX	nyana
a	I	I-1a.LEX	nyana
*	O	O	O
w	B	B-1	wa
a	I	I-1	wa
m	B	B-POSS.1SG	m
*	O	O	O
k	B	B-HORT	kha
h	I	I-HORT	kha
a	I	I-HORT	kha
w	B	B-SM.2SG	wu
u	I	I-SM.2SG	wu
k	B	B-HORT	khe
h	I	I-HORT	khe
e	I	I-HORT	khe
*	O	O	O
l	B	B-DEM.1.PROX	lo
o	I	I-DEM.1.PROX	lo
*	O	O	O
u	B	B-SM.2SG	u
y	B	B-IT	yo
o	I	I-IT	yo
m	B	B-OM.3	m
j	B	B-LEX	jul
u	I	I-LEX	jul
l	I	I-LEX	jul
a	B	B-FV	a
*	O	O	O
l	B	B-DEM.1.PROX	lo
o	I	I-DEM.1.PROX	lo
*	O	O	O
l	B	B-DEM.9.PROX	le
e	I	I-DEM.9.PROX	le
*	O	O	O
n	B	B-9.LEX	ntombazana
t	I	I-9.LEX	ntombazana
o	I	I-9.LEX	ntombazana
m	I	I-9.LEX	ntombazana
b	I	I-9.LEX	ntombazana
a	I	I-9.LEX	ntombazana
z	I	I-9.LEX	ntombazana
a	I	I-9.LEX	ntombazana
n	I	I-9.LEX	ntombazana
a	I	I-9.LEX	ntombazana
*	O	O	O
l	B	B-DEM.9.PROX	le
e	I	I-DEM.9.PROX	le
*	O	O	O
i	B	B-SM.9	i
k	B	B-LEX	khel
h	I	I-LEX	khel
e	I	I-LEX	khel
l	I	I-LEX	khel
e	B	B-APPL	el
l	I	I-APPL	el
e	B	B-REC.CJ	e
*	O	O	O
u	B	B-AUG	u
m	B	B-NCP.1	m
a	B	B-LEX	alusi
l	I	I-LEX	alusi
u	I	I-LEX	alusi
s	I	I-LEX	alusi
i	I	I-LEX	alusi
*	O	O	O
w	B	B-AS.1	wa
a	I	I-AS.1	wa
i	B	B-AUG	ii
i	I	I-AUG	ii
n	B	B-10.LEX	nkomo
k	I	I-10.LEX	nkomo
o	I	I-10.LEX	nkomo
m	I	I-10.LEX	nkomo
o	I	I-10.LEX	nkomo
*	O	O	O
z	B	B-AS.10	zi
i	I	I-AS.10	zi
k	B	B-1a.AS	ka
a	I	I-1a.AS	ka
N	B	B-1a.LEX	Ntabatha
t	I	I-1a.LEX	Ntabatha
a	I	I-1a.LEX	Ntabatha
b	I	I-1a.LEX	Ntabatha
a	I	I-1a.LEX	Ntabatha
t	I	I-1a.LEX	Ntabatha
h	I	I-1a.LEX	Ntabatha
a	I	I-1a.LEX	Ntabatha
*	O	O	O
N	B	B-SM.1SG	Ndi
d	I	I-SM.1SG	Ndi
i	I	I-SM.1SG	Ndi
n	B	B-COP.1	ngu
g	I	I-COP.1	ngu
u	I	I-COP.1	ngu
u	B	B-AUG	u
N	B	B-1a.LEX	Ntabatha
t	I	I-1a.LEX	Ntabatha
a	I	I-1a.LEX	Ntabatha
b	I	I-1a.LEX	Ntabatha
a	I	I-1a.LEX	Ntabatha
t	I	I-1a.LEX	Ntabatha
h	I	I-1a.LEX	Ntabatha
a	I	I-1a.LEX	Ntabatha
*	O	O	O
i	B	B-AUG	i
g	B	B-5.LEX	gama
a	I	I-5.LEX	gama
m	I	I-5.LEX	gama
a	I	I-5.LEX	gama
*	O	O	O
l	B	B-5	la
a	I	I-5	la
z	B	B-POSS.10	zo
o	I	I-POSS.10	zo
*	O	O	O
m	B	B-HORT	ma
a	I	I-HORT	ma
k	B	B-SM.1	ka
a	I	I-SM.1	ka
y	B	B-IT	yo
o	I	I-IT	yo
j	B	B-LEX	jul
u	I	I-LEX	jul
l	I	I-LEX	jul
w	B	B-PASS	w
a	B	B-FV	a
*	O	O	O
l	B	B-DEM.1.PROX	lo
o	I	I-DEM.1.PROX	lo
*	O	O	O
u	B	B-SM.1	u
k	B	B-LEX	khel
h	I	I-LEX	khel
e	I	I-LEX	khel
l	I	I-LEX	khel
e	B	B-APPL	el
l	I	I-APPL	el
e	B	B-LEX	e
*	O	O	O
u	B	B-AUG	u
m	B	B-NCP.1	m
a	B	B-LEX	alusi
l	I	I-LEX	alusi
u	I	I-LEX	alusi
s	I	I-LEX	alusi
i	I	I-LEX	alusi
*	O	O	O
w	B	B-AS.1	wa
a	I	I-AS.1	wa
i	B	B-AUG	ii
i	I	I-AUG	ii
n	B	B-10.LEX	nkomo
k	I	I-10.LEX	nkomo
o	I	I-10.LEX	nkomo
m	I	I-10.LEX	nkomo
o	I	I-10.LEX	nkomo
*	O	O	O
z	B	B-AS.10	zi
i	I	I-AS.10	zi
k	B	B-1a.AS	ka
a	I	I-1a.AS	ka
N	B	B-1a.LEX	Ntabatha
t	I	I-1a.LEX	Ntabatha
a	I	I-1a.LEX	Ntabatha
b	I	I-1a.LEX	Ntabatha
a	I	I-1a.LEX	Ntabatha
t	I	I-1a.LEX	Ntabatha
h	I	I-1a.LEX	Ntabatha
a	I	I-1a.LEX	Ntabatha
*	O	O	O
u	B	B-AUG	u
n	B	B-1a.LEX	nyana
y	I	I-1a.LEX	nyana
a	I	I-1a.LEX	nyana
n	I	I-1a.LEX	nyana
a	I	I-1a.LEX	nyana
*	O	O	O
k	B	B-1a.AS	ka
a	I	I-1a.AS	ka
N	B	B-1a.LEX	Ntabatha
t	I	I-1a.LEX	Ntabatha
a	I	I-1a.LEX	Ntabatha
b	I	I-1a.LEX	Ntabatha
a	I	I-1a.LEX	Ntabatha
t	I	I-1a.LEX	Ntabatha
h	I	I-1a.LEX	Ntabatha
a	I	I-1a.LEX	Ntabatha
*	O	O	O
w	B	B-SM.PST.1	wa
a	I	I-SM.PST.1	wa
t	B	B-LEX	thath
h	I	I-LEX	thath
a	I	I-LEX	thath
t	I	I-LEX	thath
h	I	I-LEX	thath
a	B	B-FV	a
*	O	O	O
l	B	B-DEM.9.PROX	le
e	I	I-DEM.9.PROX	le
*	O	O	O
n	B	B-9.LEX	ntombazana
t	I	I-9.LEX	ntombazana
o	I	I-9.LEX	ntombazana
m	I	I-9.LEX	ntombazana
b	I	I-9.LEX	ntombazana
a	I	I-9.LEX	ntombazana
z	I	I-9.LEX	ntombazana
a	I	I-9.LEX	ntombazana
n	I	I-9.LEX	ntombazana
a	I	I-9.LEX	ntombazana
*	O	O	O
e	B	B-LEX.mornLEXg	ekuseni
k	I	I-LEX.mornLEXg	ekuseni
u	I	I-LEX.mornLEXg	ekuseni
s	I	I-LEX.mornLEXg	ekuseni
e	I	I-LEX.mornLEXg	ekuseni
n	I	I-LEX.mornLEXg	ekuseni
i	I	I-LEX.mornLEXg	ekuseni
*	O	O	O
w	B	B-SM.PST.1	wa
a	I	I-SM.PST.1	wa
t	B	B-LEX	thi
h	I	I-LEX	thi
i	I	I-LEX	thi
*	O	O	O
m	B	B-HORT	ma
a	I	I-HORT	ma
s	B	B-SM.1PL	si
i	I	I-SM.1PL	si
h	B	B-LEX	hamb
a	I	I-LEX	hamb
m	I	I-LEX	hamb
b	I	I-LEX	hamb
e	B	B-SBJV	e
*	O	O	O
b	B	B-SM.PST.2	ba
a	I	I-SM.PST.2	ba
h	B	B-LEX	hamb
a	I	I-LEX	hamb
m	I	I-LEX	hamb
b	I	I-LEX	hamb
a	B	B-FV	a
*	O	O	O
b	B	B-SM.PST.2	ba
a	I	I-SM.PST.2	ba
d	B	B-LEX	dib
i	I	I-LEX	dib
b	I	I-LEX	dib
a	B	B-RECP	an
n	I	I-RECP	an
a	B	B-FV	a
*	O	O	O
n	B	B-COM	na
a	I	I-COM	na
i	B	B-AUG	i
m	B	B-9.LEX	mbhulu
b	I	I-9.LEX	mbhulu
h	I	I-9.LEX	mbhulu
u	I	I-9.LEX	mbhulu
l	I	I-9.LEX	mbhulu
u	I	I-9.LEX	mbhulu
*	O	O	O
e	B	B-LOC	e
n	B	B-9.LEX	ndlel
d	I	I-9.LEX	ndlel
l	I	I-9.LEX	ndlel
e	I	I-9.LEX	ndlel
l	I	I-9.LEX	ndlel
e	B	B-LOC	eni
n	I	I-LOC	eni
i	I	I-LOC	eni
*	O	O	O
y	B	B-SM.PST.9	ya
a	I	I-SM.PST.9	ya
t	B	B-LEX	thi
h	I	I-LEX	thi
i	I	I-LEX	thi
*	O	O	O
m	B	B-NCP.1	m
f	B	B-LEX	fo
o	I	I-LEX	fo
*	O	O	O
k	B	B-1a.AS	ka
a	I	I-1a.AS	ka
N	B	B-1a.LEX	Ntabatha
t	I	I-1a.LEX	Ntabatha
a	I	I-1a.LEX	Ntabatha
b	I	I-1a.LEX	Ntabatha
a	I	I-1a.LEX	Ntabatha
t	I	I-1a.LEX	Ntabatha
h	I	I-1a.LEX	Ntabatha
a	I	I-1a.LEX	Ntabatha
*	O	O	O
u	B	B-SM.2SG	u
l	B	B-OM.11	lu
u	I	I-OM.11	lu
s	B	B-LEX	s
a	B	B-FV	a
*	O	O	O
p	B	B-LEX	phi
h	I	I-LEX	phi
i	I	I-LEX	phi
*	O	O	O
n	B	B-COM	na
a	I	I-COM	na
*	O	O	O
o	B	B-DEM.11.PROX	olu
l	I	I-DEM.11.PROX	olu
u	I	I-DEM.11.PROX	olu
*	O	O	O
b	B	B-11.LEX	bhelu
h	I	I-11.LEX	bhelu
e	I	I-11.LEX	bhelu
l	I	I-11.LEX	bhelu
u	I	I-11.LEX	bhelu
*	O	O	O
l	B	B-AS.11	lu
u	I	I-AS.11	lu
k	B	B-1a.AS	ka
a	I	I-1a.AS	ka
N	B	B-1a.LEX	Ntabatha
t	I	I-1a.LEX	Ntabatha
a	I	I-1a.LEX	Ntabatha
b	I	I-1a.LEX	Ntabatha
a	I	I-1a.LEX	Ntabatha
t	I	I-1a.LEX	Ntabatha
h	I	I-1a.LEX	Ntabatha
a	I	I-1a.LEX	Ntabatha
*	O	O	O
w	B	B-SM.PST.1	wa
a	I	I-SM.PST.1	wa
t	B	B-LEX	thi
h	I	I-LEX	thi
i	I	I-LEX	thi
*	O	O	O
b	B	B-LEX	buza
u	I	I-LEX	buza
z	I	I-LEX	buza
a	I	I-LEX	buza
*	O	O	O
k	B	B-LOC	ku
u	I	I-LOC	ku
l	B	B-PRO.11	lo
o	I	I-PRO.11	lo
*	O	O	O
w	B	B-SM.PST.1	wa
a	I	I-SM.PST.1	wa
t	B	B-LEX	thi
h	I	I-LEX	thi
i	I	I-LEX	thi
*	O	O	O
t	B	B-LEX	thetha
h	I	I-LEX	thetha
e	I	I-LEX	thetha
t	I	I-LEX	thetha
h	I	I-LEX	thetha
a	I	I-LEX	thetha
*	O	O	O
